Survey ID,Survey: Remarks [999],Treatment
6097,OSPAR ID 209: OBS! 470 metre survey area  59: j-cloth  102: 3 x nappies,
6271,"OSPAR ID 8: No size specified | OSPAR ID 11: In this form cleaners, oil containers and cosmetics was also included. Probably not 97 Injection gun containers. | OSPAR ID 32: Rope, chord, lines - no length or diameter specified | OSPAR ID 33: Incl. Nets, lines, smaller pieces of nets",
6272,"OSPAR ID 8: In this form no size specified | OSPAR ID 11: in this form also detergent containers, oil cans, cosmetics | OSPAR ID 12: In this form; pieces of polystyrene and packaging (22)+yokes, bags for candy/crisps, cups, cutlery, straws | OSPAR ID 31: In this form no size specified | OSPAR ID 54: in this form also shoes and pieces of cloth | OSPAR ID 60: in this form also cig. Packets, butts and paper cups | OSPAR ID 77: In this form also foil | OSPAR ID 91: In this form also pieces of glass | OSPAR ID 99: In this form also condoms, tampons and diapers",
6273,"OSPAR ID 19: In this form also yokes, cutlery, straws | OSPAR ID 31: No size specified | OSPAR ID 54: Also shoes and pieces of cloth | OSPAR ID 91: Also pieces of glass",
6274,"OSPAR ID 8: no size specified | OSPAR ID 11: Also detergent containers, bottles with oil, cosmetics | OSPAR ID 19: Also yokes, cups, cutlery and straw | OSPAR ID 31: No size specified | OSPAR ID 54: also shoes and pieces of cloth | OSPAR ID 91: Also pieces of glass",
6279,OSPAR ID 41: Piece of a boat approx. 2sqm,
6283,OSPAR ID 43: 39 | OSPAR ID 1: 32,
6332,OSPAR ID 108: 0,
6336,OSPAR ID 110: 0.01,
6364,"OSPAR ID 15: 97 caps, 4 lids | OSPAR ID 63: full, romanian",
6368,OSPAR ID 68: 1 plastic,
6369,"OSPAR ID 116: 1 complete net for coastal ""stand"" fishing | OSPAR ID 45: ,",
6370,OSPAR ID 115: Incl. Rope | OSPAR ID 116: Incl. Rope | OSPAR ID 117: Sum of 117 and 46 | OSPAR ID 46: Sum of 117 and 46 | OSPAR ID 118: Sum of 118 and 62 | OSPAR ID 62: Sum of 118 and 62,
6371,OSPAR ID 117: >500 | OSPAR ID 118: Sum of 118 and 62 | OSPAR ID 62: Sum of 118 and 62 | OSPAR ID 94: 3 Leca building blocks,
6382,OSPAR ID 115: 1227 = sum of ID 115 and 116,
6383,OSPAR ID 46: sum of 117 and 46 | OSPAR ID 52: belts,
6385,"OSPAR ID 46: 711 polystyrene items, 242 plastic items",
6387,"OSPAR ID 17: caps | OSPAR ID 18: 1 razor, 1 comb",
6389,OSPAR ID 1: 1,
6393,OSPAR ID 26: broken plastic reinforcements,
6394,OSPAR ID 22: straws | OSPAR ID 26: broken plastic reinforcements,
6399,OSPAR ID 12: Large Blue Barrell | OSPAR ID 28: all plastic stoppers,
6405,OSPAR ID 6: 2,
6407,"OSPAR ID 20: 1 ball, 1 bucket | OSPAR ID 40: refuse sack | OSPAR ID 54: belt | OSPAR ID 103: small pieces",
6428,OSPAR ID 103: One tablet cartridge,
6432,OSPAR ID 40: A bag  containing approx. 125 litres,
6433,OSPAR ID 40: A bag containing approx. 125 litres,
6444,OSPAR ID 12: waste bin,
6477,OSPAR ID 46: sum of items 117 AND items 46,
6478,OSPAR ID 31: rope/cord/net < 50 cm - old form | OSPAR ID 32: rope/cord/net > 50 cm - old form | OSPAR ID 46: plastic/polysyrene pieces < 50 cm - old form,
6479,"OSPAR ID 57: ,",
6484,"OSPAR ID 84: Aerosol bottle, P 20",
6541,"OSPAR ID 31: 0,12m3",
6543,OSPAR ID 40: 1/4 sack (125 liter),
6548,OSPAR ID 69: Parts of pallets,
6558,OSPAR ID 17: 1 pen and 3 pieces,
6562,OSPAR ID 15: including 133 caps + 25 plastic rings from bottle | OSPAR ID 19: including 18 lolly sticks and 127 sweet packets | OSPAR ID 22: 27 straws,
6565,OSPAR ID 15: 52 caps + 19 plastic rings from bottles | OSPAR ID 33: total weight ID31+32+115+116+33 = 3kg,
6577,OSPAR ID 45: foam from bottom lines,
6580,"OSPAR ID 22: straws | OSPAR ID 68: 2 pieces of cork, 1 cork stopper",
6582,OSPAR ID 45: from a bottom line,
6583,OSPAR ID 109: paraffin,
6584,"OSPAR ID 45: 5 sponges from bottom lines, 2 isolation foams",
7378,"The beach cleaning crew had indicated 1/4 sack (125 liter) of ""Industrial packaging, plastic sheeting"" OSPAR ID 40.  ",
7379,The beach was cleaned by misstake in a national beach cleaning campaign 2013-04-20.,remove
7380,Traces of oil,
7421,Observed some tar balls (15) >2.5 cm,
7449,The beach is cleaned daily by prisoners manually as works of redemption of such conviction and mechanics weekly by the City. The beach is absolutely clean without any litter item.,remove
7474,"Quite large quantities of pellets (nurdles) was found |  |  |  | Limits set for the database inhibits correct registration of the following litter (amount set to zero in table): |  | •Strapping bands: (error msg: the value may be no larger than 200) |  | - Correct value is 613 |  |  |  | •Shotgun cartridges: (error msg: the value may be no larger than 200) |  | - Correct value is 394 |  |  |  | •Balloons, including plastic valves, ribbons, strings etc.: (error msg: the value may be no larger than 200) |  | - Correct value is 534",remove
7498,Data updated following the deletion of threshold control rules.,
7508,Sometime in late August large plastic trash was removed by the owner of grazing animals that was released on pasture.The litter gathered by keeper was counted and included in the data from 2013-09-21. It is uncertain whether the this debris also included litter from outside the area of the ​​reference beach  (10 m from the shoreline).,remove
7523,1 mobile phone (Nokia) found,
7550,The beach is cleaned daily by prisoners manually as works of redemption of such conviction and mechanics weekly by the City. The beach is absolutely clean without any litter item.,remove
7558,"Monitoring session 1 of 2013 delayed due to snow. |  | A lot of pellets. |  | Lot of big items from sea in bin of project""save the sea""",remove
7568,33 includes one complete gill net,
7586,152 pellets collected,
7595,polystyrene (pellets of styrofoam),
7620,styrofoam,
7681,nr 116 big net coastal fishing (standing net)(staand wand),
7685,No data available for april 2013,
7696,7 tar balls > 5 cm,
10086,Data updated following the deletion of threshold control rules.,
10238,A lot of older litter re emerged from the sand after a storm,
10246,Many litter items re-ermerged and stranded after storm |  |  |  | light sticks: small ones used by anglers ,
10343,ID 35 includes 29 fishling lines (angling) and 16 protective foam for bottom lines,
10767,There were 26 pieces of paraffin (1-10 cm) and 1 piece over 10 cm.,
10815,"Very very clean, tidy towns should be congratulated",
10877,Tide: Falling |  | Prevailing Wind: Onshore |  | Caravan site owner James Kennedy reports that the council recently removed much of the strandline outside the site,
10879,Tide: Rising |  | Prevailing wind: Offshore,
10895,"Tide: Rising |  | Prevailing wind: Onshore |  | Very windy, rain",
10985,No season 1 data due to inability to reach the island: storms with winds up to 180 km/h. Season 2 data also disrupted by storms (no sample in march).,
10989,Strong storms during the winter 2013.,
10995,Strong storms during the winter 2013. ,
11033,Strong storms during the winter 2013 (winds up to 180 km/h on certain locations). |  | ,
11035,Data updated following the deletion of threshold control rules.,
11197,Data updated following the deletion of threshold control rules.,
11203,cloudy day with 2 meter swell waves,
11207,Good weather,
11213,Good weather,
11217,Sunny day and calm sea,
11221,"anticyclonic fog |  | choppy seas, may swell",
11227,Cloudy day with wind SW,
11235,"48: schijf, pleister, vuurwerk, verfrollen",
11271,Lighter plastic was blown off the beach by strong winds and couldn't be counted,
11300,Biomass holder from sewage treatment plant.  |  | 3 Items maybe waste plastic fishing. |  | 20 pellets used in gardening.,
11318,"Pellets: lots of them, all black",
11328,"Lots of sunflower kernels were found. Lots of pellets were found, most of them were blue+white. ",
11340,"Lots of pellets were found, on the whole coastline. ",
11416,0,
11426,Most of the litter appeared to be galley waste... judging form the languages on the items ,
11430,Most of the litter appeared to be galley waste... judging form the languages on the items ,
11434,the high numbers of balloons and pieces of net are correct |  | mostly galley waste |  | paraffin was old,
11504,There was a bucket of pitch,
11616,0-1- cm : 10 pieces per metre strandline |  | 1-10cm: 14 pieces in total,
11624,3 lumps 10-20 cm,
11640,gales carried litter over sea wall,
11766,"Recognizable plastic items found (recorded under plastic pieces item 46 and 47): 4 plastic hooks, 4 toothbrushes, i inhalator, 17 plastic champagne corks, 4 earplugs, 1 welders helmet, 1 disposable shaver, 2 toolbox lids, 1 cutting board, 1 watering can, 4 pieces of fishing boxes, 18 handles (plastic shopping bags, 7 needles for repairing nets, 5 spray bottle tops, 7 injection can tops, 1 tooth retainer, 1 detal floss container, 7 foam dispensers, 1 tool holder, 1 playing vard box, 1 plastic ball, 1 soap dispenser, 14 handles for pails, 5 pump bottle tops, 10 brushes, 2 paint rollers, 18 paintbrush handles, 1 cooler element, 67 peices of pipeing, 5 pieces of plastic signs.",
11768,"Within plastic/ polystyrene pieces 2.5<>50 cm : observed 8 plastic cirks, 1 sign, 3 plastic bag handles, 1 pipe, 3 plastic paintbrush handles, 1 handle from a jerrycan, 3 pieces from pails, 2 foam nozzles, 1 spray nozzle, 1 tape roll, 1 brush, 1 face mask, 1 nail polish brush, 1 gum package, 2 cigarette holders, ",
11778,97 pellets,
11782,154,
11792,Total litter removed : 130 L approx.,
11796,"Other pollutants (paraffin and wax) : here the number of pieces is the total number counted along the 100 m section, not a density.",
11800,"paraffin: 2 is the number of pieces collected within the 100 m section, not the density",
11804,paraffin: the number here is the total of pieces collected along the 100m section (not a density),
11808,Paraffin: the number refers to the total amount of pieces observed and collected within the 100 m section (not a density),
11812,total collected litter: 50 L approx.,
11816,Paraffin: total number of pieces observed and collected within the 100 m section (not density),
11822,lots of pellets,
11890,group of pellets ,
12267,A handful of nurdles ,
12277,1 tar piece found  |  | 23 pieces of slack found |  |  |  | #89 - Nails |  | #67 - Cleaning wipes |  | #48 - Plastic cross for laying tiles,
12291,"#48 Tile cross, tape (3x)  |  | # 102 Diaper  |  | # 67 Tissue / Cleaning Cloth |  |  |  | Tar found, 1 piece  |  | Slack found 5 pieces",
12293,Paint blobs were found (blue colored).  |  | 65 pieces of paraffin found per meter (see front page). Large blocks. ,
12351,There was a widespread paraffin pollution event on the west coast of Denmark in the spring. There was a large amount of sand movement this year that has covered areas of beach and affected this survey.,
12419,There were too many Paraffin pieces 0-1cm to count.,
13612,Found a dead non oiled Northern fulmar,
13615,"Pieces of slack found, 4 pieces",
13617,"Other pieces of litter: #111  |  | Pieces of paint clots, 2  |  | Pieces of slack, 3 pieces",
13619,Pieces of parafin found but not on entire reference beach. ,
13639,Other items found.  |  | 2 pieces of slack |  | 1 candle,
13958,traces of oil,
13976,Traces of oil,
14202,"part of the beach was mechanically cleaned, which affected the number of large items for the 1 km |  | the paraffin piece was actually a candle  |  | ",remove
14236,blue clot of paint found,
14238,4 pieces of blue clots of paint,
14268,On this Beach we found 1 dead seal and 1 kittiwake (none of them entangled).,
14484,# Paint clobs - 5  |  | ,
14746,Data updated following the deletion of threshold control rules.,
14748,Data updated following the deletion of threshold control rules.,
14750,Data updated following the deletion of threshold control rules.,
14752,1. Data updated following the deletion of threshold control rules. |  | 2. Occurence of green tides. Some items may be underevaluated as they may be covered by green algae and may not be counted.,remove
14754,Occurence of green tides. Some items may be underevaluated as they may be covered by green algae and may not be counted.,remove
14756,Data updated following the deletion of threshold control rules.,
14758,1. Data updated following the deletion of threshold control rules. |  | 2. Observation of several glass bottle pieces. One piece is counted as a bottle (item #91) |  | ,
14760,1. Data updated following the deletion of threshold control rules. |  | 2. Observation of a lot of glass bottle pieces. One piece is counted as a bottle (item #91),
14762,Occurence of important green tides. Some items may be underevaluated as they may be covered by green algae and may not be counted.,remove
14781,Data updated following the deletion of threshold control rules.,
14800,Data updated following the deletion of threshold control rules.,
14806,Data updated following the deletion of threshold control rules.,
14810,Data updated following the deletion of threshold control rules.,
14816,Data updated following the deletion of threshold control rules.,
14818,Data updated following the deletion of threshold control rules.,
14820,Data updated following the deletion of threshold control rules.,
14822,Data updated following the deletion of threshold control rules.,
14832,Data updated following the deletion of threshold control rules.,
14834,Data updated following the deletion of threshold control rules.,
14838,Data updated following the deletion of threshold control rules.,
14870,Data updated following the deletion of threshold control rules.,
14912,Traces of oil.,
14916,Data updated following the deletion of threshold control rules.,
14922,Traces of oil,
14926,Traces of oil.,
14939,SUMAG-project. Surveyed beach lenght is 40 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
14942,SUMAG project. Surveyed beach lenght is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m. ,
14949,SUMAG project. Surveyed beach lenght is 140m. Reported data in the OSPAR database is recalculated to represent 100 m. |  |  |  | 21/6-20: Significant correction of reported data becuase of mix up in raw data sheets discovered during dataanalyses.,
14951,SUMAG project. Surveyed beach lenght is 40 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
14953,SUMAG project.,
14956,SUMAG project. Surveyed beach lenght is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m. |  |  |  | 21/6-20: Significant correction of reported data becuase of mix up in raw data sheets discovered during dataanalyses.,
14958,SUMAG project. Surveyed beach lenght is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
14961,SUMAG project. Surveyed beach lenght is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
14973,"Weighted litter - 8,9 kilogram",
14975,"Weighted litter - 2,2kg",
14977,"More than 100 pellets |  | Weighted litter - 7,8 kg",
14979,"3 pieces of slack found |  | 1 piece of tar  |  |  |  | Weighted litter - 3,7",
15003,SUMAG project. Surveyed beach lenght is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15005,OSPAR Project.,
15007,SUMAG project. Surveyed beach lenght is 115 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15009,SUMAG project. Surveyed beach lenght is 90 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15011,SUMAG project. Surveyed beach lenght is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15013,SUMAG project. Surveyed beach lenght is 115 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15015,SUMAG project. Surveyed beach lenght is 90 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15041,SUMAG project. |  | 3 fiber glass fragments (code 41) are registered as code 46 because of upper limit on 10 items for code 41.,
15043,SUMAG project. |  | ,
15045,SUMAG project,
15071,SUMAG project. Surveyed beach length is 200 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15075,SUMAG project.,
15077,"No litter items found, monitoring within the frame of SUMAG project.",
15079,SUMAG project.,
15081,"No litter items found, monitoring within the frame of SUMAG project.",
15083,SUMAG project.,
15123,SUMAG project.,
15125,"SUMAG project. No litter items were found during this survey, i.e. total = 0.",
15127,"SUMAG project. No litter items were found during this survey, i.e. total = 0.",
15129,SUMAG project.,
15131,SUMAG project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15133,SUMAG project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15135,SUMAG project. Surveyed beach length is 112 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15137,SUMAG project. Surveyed beach length is 112 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15139,SUMAG project. Surveyed beach length is 93 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15141,SUMAG project. Surveyed beach length is 93 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15149,SUMAG project.,
15151,SUMAG project.,
15153,SUMAG project. Surveyed beach length is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15155,SUMAG project. Surveyed beach length is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15157,SUMAG project. Surveyed beach length is 37 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15159,SUMAG project. Surveyed beach length is 37 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15161,SUMAG project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15163,SUMAG project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15165,SUMAG project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15167,SUMAG project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
15175,"Presence of hydrocarbon ""cookies""",
15183,Data updated following the deletion of threshold control rules.,
15191,"OSPAR ID 48: 1 shooting wire, 1unknown |  | OSPAR ID 67: 1piece of paper |  | OSPAR ID 74: sorry, no information |  | OSPAR ID 96: 1 piece of broken pot",
15243,SUMAG project.,
15269,"47: Plastic/polystyrene piece = unknown part of Fishing gir |  | 48: Other plastic/polystyrene = 5 isopor pieces, 1 isopor Box, 1 trumpet? (Norwegian: ""blåse"") -  Fishing gear  |  | 74: other Wood < 50 = 1 wooden piece (plank) |  | 75: other Wood > 50 = 2 Wooden pieces (planks) |  | 93: other glass item = 1 piece of glass",
15273,Total amount was 8.7.- kgs,
15275,"48: 3 pieces of isopor, 1 tool handle, 1 piece of melted unidentified plastic |  | 53: 1 rubber shoe sole |  | 105: 1 glass bottle With rubber membrane containing white powder",
15298,Traces of oil.,
15416,"After a NW storm so that a lot of floating litter stranded however, data are probably incorrect and unreliable  because people collected litter items in an uncontrolled way... |  | Several items had goose barnacles on them indicating a long journey in off shore (Atlantic) water |  | ",
15434,Total marine litter weight: 14 kg,
15438,Total marine litter weight: 18 kg,
15440,"Total marine litter weight 2,5kg",
15443,Plenty(Thousand),
15469,Floats/Buoys - Total number =1106, Foam sponge - Total number=173
15520,Industrial scrap was 78,
15618,Data updated following the deletion of threshold control rules.,
15620,Data updated following the deletion of threshold control rules.,
15626,Data updated following the deletion of threshold control rules.,
15672,Marine Litter weight: 15 kg. Lots of pellets <1000,
15674,"Marine litter weight 4,2 kg ",
15676,"Marine Litter weight 2,82 kg",
15678,"Marine litter weight 1,3 kg",
15680,Marine Litter Weight 21 kg,
15690,ID #12: Box for chewing tobacco |  | ID #116: Piece of Trawl,
15698,ID 37 Floats/buyos - Total found 267 |  | ID 45 Foam Sponge total itens found 764,
15716,Data updated following the deletion of threshold control rules. ,
15722,Recent civic clean up noticed which probably explains the low quantities recorded,remove
15883,Data updated following the deletion of threshold control rules.,
15885,Occurence of green tides. Some items may be underevaluated as they may be covered by green algae and may not be counted. ,remove
15887,Data updated following the deletion of threshold control rules.,
15889,Occurence of green tides. Some items may be underevaluated as they may be covered by green algae and may not be counted. ,remove
15893,Low quantities but the surveyor is not aware of any recent civic clean ups ,remove
15897,Traces of oil,
15907,Data updated following the deletion of threshold control rules.,
15909,Data updated following the deletion of threshold control rules.,
15917,Data updated following the deletion of threshold control rules.,
15975,"There were 30 bricks counted and removed as well as hundreds of pieces of construction materials, bricks, leca, asbestos tiles ect. that were not counted or removed",
16139,"Marine litter weight: 0,6 kg",
16248,Traces of oil.,
16314,Too many pieces of bricks to count and collect. Left on the shore.,
16415,Industrial scrap was 166 items but limit in database is 80,
16431,Very little waste collected in the summer 2018 / usual case,
16433,très peu de déchets en été 2018/cas habituel,
16446,"unusual quantity of plastic framents (household waste), but also pieces of ropes and nets (professional fishing). The communes accuse the dump of Dollemard, in Le Havre, and the Seine Estuary, as sources of emission. It is thought that the second solution, in these times of northern winds and low flow, seems most likely.",
16624,Marine litter weight 12 kg,
16626,Weight marine litter 2 kg,
16628,Marine litter weight 8 kg,
17052,"Kilkeel: unstable ground, and Sea Scope carried out clean-up.",remove
17056,Cleaned by unknown group.,remove
17070,"Suite à tempête et vent orienté O, NO, ensablement inhabituel du haut de plage recouvrant la dune embryonnaire et sa végétation. Apparition de déchets provenant de l'opéation Dynamo (mai 1940) (pavés, ferrailles). Absence d'oiseaux morts. Présence d'une roussette",
17088,SUMAG project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17090,SUMAG project. Surveyed beach length is 112 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17092,SUMAG project. Surveyed beach length is 93 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17112,SUMAG project.,
17114,SUMAG project,
17116,SUMAG project,
17118,SUMAG project,
17120,SUMAG project. Surveyed beach length is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17122,SUMAG project. Surveyed beach length is 40 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17124,SUMAG project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17126,SUMAG project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17128,"SUMAG project. No litter items were found during this survey, i.e. total = 0.",
17130,"SUMAG project. No litter items were found during this survey, i.e. total = 0.",
17132,"SUMAG project. No litter items were found during this survey, i.e. total = 0.",
17146,"Presence of hydrocarbon ""cookies""?",
17164,"I have added 63 pieces of foam sponge under other plastic items, because the maximum number of 100 peices is exceeded under ID 45.",
17166,"Because of factors eroding the dunes, a military watchtower fell onto the beach before the survey. The Municipality cleaned the building materials, but there was a lot of polystyrene left. I cleaned the materials, which was not counted, because it did not wash up. This material may contaminate future surveys and I will keep an eye on the situation.",
17460,SUMAG project,
17462,OSPAR Project,
17464,SUMAG Project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17474,SUMAG Project. Surveyed beach length is 112 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17480,"Hydrocarbon ""cookies"" are observed",
17484,SUMAG Project. Surveyed beach length is 93 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17490,SUMAG Project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17496,SUMAG Project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17498,SUMAG Project.,
17500,SUMAG Project.,
17502,"Various color of pellets found (black/ white). A little further from location, lots of pellets found along the shoreline that washed ahore",
17504,"Marine litter weight: 4,5 kg",
17540,"<100 pellets found  |  | Marine litter weight 7,5 kg",
17542,"<100 pellets found |  | Marine litter weight 5,2 kg",
17595,"2 Collectes réalisées |  | I. (14/09/2019) Prélèvement effectués à J-4 par Ma. Michel sur la laisse de mer 12 jours après grandes marrées coef 113, vents de NO, N et suite à l'arrivée massive d'algues marines (haricots de mer) de couleur brune en provenance de Normandie. Ce prélèvement a été effectué de manière à éviter un éventuel ensablement de la laisse de mer constaté depuis le début de l'été. |  | II. (18/09/2019) Pas de remarque",
17613,"Présence d'algues vertes dans la zone sous la laisse de mer. Il se peut que des déchets n'ont pas pu être vus et collectés. Prospection fine en haut de plage,",remove
17615,"Présence d'algues vertes dans la zone sous la laisse de mer. Il se peut que des déchets n'ont pas pu être vus et collectés. Prospection fine en haut de plage,",remove
17619,"Site impacté par les algues vertes depuis mai, avec des ramassages réguliers par engins motorisés, ce qui a pu retirer des déchets dans la laisse de mer.  Le rideau d'algues vertes en haut de plage ne permet pas de réaliser une collecte exhaustive des déchets,",remove
17621,"Site impacté par les algues vertes depuis mai, avec des ramassages réguliers par engins motorisés, ce qui a pu retirer des déchets dans la laisse de mer.  Le rideau d'algues vertes en haut de plage ne permet pas de réaliser une collecte exhaustive des déchets,",remove
17639,"Site relativement propre depuis quelques mois, tout comme l'intérieur de l'estuaire de l'Orne situé à proximité.",
17641,"Site relativement propre depuis quelques mois, tout comme l'intérieur de l'estuaire de l'Orne situé à proximité.",
17643,"Mise en place, quelques semaines après la récolte, d'un bac à marée dans le secteur par la mairie, mais incluant un panneau OSPAR conçu par le CPIE expliquant qu'il faut éviter de ramasser sur la bande de 100 m localisée par carte. Info donnée aussi en parallèle aux services de la mairie (qui récolte très peu et manuellement dans cette zone, sauf au coeur de l'été)",
17695,"This is the first time we have found pellets. Pellets have obviously been present before, but this time we had a beach cleaner present that knew where to find them, and she did.",
17759,"Marine litter weight: 1,5 kg",
17761,"Marine litter weight: 8,5 kg",
17763,"More than 500 pellets present on survey site |  | Marine litter weight: 7,3 kg",
17765,"Marine litter weight 5,2 kg",
17767,"Marine litter weight 5,2 kg",
17831,Paraffin or wax pieces 0-1cm  |  |   (estimated number per metre of strandline) 200 |  | [OSPAR ID 108],
17941,SUMAG Project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17943,SUMAG Project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
17965,1 garbage sack filled with domestic (galley waste) garbage,
17985,"Marine litter weight: 1,5 kg",
17987,Marine litter weight: 3kg,
18109,SUMAG Project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
18111,SUMAG Project. Surveyed beach length is 112 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
18113,SUMAG Project. Surveyed beach length is 93 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
18167,Marine Litter Weight 3.5 kg,
18169,Marine Litter weight 3.8 kg,
18171,"Marine Litter weight: 0,4 kg",
18190,"Marine Litter weight 2,8 kg",
18192,"Marine litter weight 0,5kg",
18196,There were far too many nurdles to find and collect. We only collected a portion of the observed during this survey. There were hundreds of them scattered around the beach and not gathered together in large numbers in pockets.,
18201,First registration and collection of marine litter since clearing of the beach in early September 2017.,
18205,>100 pellets found (various colours) |  | Marine Litter weight: 5 kg,
18207,"1,3 KG",
18209,"0,12 KG",
18227,"A discharge of plastic pellets is located on the beach, including a small part of the reference surface. It |  | is not possible to pick them up because it is a very large amount. We |  | invented two smaller subsamples of 10x10cm where pellets existed. Subsample 1 contained 87 pcs, subsample 2 |  | contained 103 pcs. The affected area with pellets within the 100 m stretch is estimated to be 6 |  | square meter. Assuming that the area with pellets on the reference beach contained the same |  | amount, it would mean 57 000 pellets in total.  |  | ",
18551,2 pellets,
18555,"Marine litter weight 1,8",
18557,"Marine litter weight 0,45kg",
18559,"Marine Litter weight 2,5kg |  | Most items found near dunes",
18561,"Marine litter weight 2,5kg  |  | More than <5 pellets",
18607,only one nurdle found during this survey,
18755,"0,48 marine litter weight |  | Cob of salad washed ashore when monitoring. Jerrycan found nearby (but not on location) |  | Some of litter seemed to be older - more brown",
18773,"A lot more pellets than other years, possible due to pellets lost from the container ship M/V Trans Carrier on February 23. 2020.",
18777,"Marine Litter weight 3,8kg |  | Pellets <10",
18779,"Pellets <10 |  | Marine litter weight 2,2kg ",
18881,"Maine Litter Weight 2,15 kg",
18981,"Extremely clean beach. Marine Litter weight 1,2 kg ",
19110,SUMAG project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19112,SUMAG project. Surveyed beach length is 130 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19114,SUMAG project. Surveyed beach length is 115 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19116,SUMAG project. Surveyed beach length is 115 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19118,SUMAG project. Surveyed beach length is 90 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19120,SUMAG project. Surveyed beach length is 90 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19122,SUMAG project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19124,SUMAG project. Surveyed beach length is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19126,SUMAG project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19128,SUMAG project. Surveyed beach length is 140 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19130,SUMAG project. ,
19132,SUMAG project.,
19134,SUMAG project,
19136,SUMAG project.,
19138,SUMAG project. Surveyed beach length is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19140,SUMAG project. Surveyed beach length is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19142,SUMAG project. Surveyed beach length is 40 m. Reported data in the OSPAR database is recalculated to represent 100 m.,
19144,SUMAG-project survey data performed by AU/DCE,
19244,No litter items found,
